file_id,label,file_id_N,api_unique,tid_unique,rv_unique
67430,3,316,24,4,15
67431,5,2,2,1,1
67432,5,21657,122,103,406
67433,4,9436,80,49,74
67438,0,78,17,5,14
67455,0,78,17,5,14
67456,0,654,37,2,59
67463,0,428,27,1,83
67478,0,10002,63,8,51
67485,0,83,25,3,21
67488,0,114,35,2,14
67496,0,62,22,3,15
67500,0,8995,104,23,145
67511,0,68,15,3,15
67513,0,5001,89,10,148
67522,0,20822,94,27,129
67527,0,40,14,3,13
67549,0,22,11,1,9
67573,0,39,6,1,2
67581,0,294,38,2,18
67588,0,5001,45,2,12
67593,5,18476,121,28,438
67594,5,9093,30,16,18
67595,0,1748,70,12,113
67596,0,1417,41,3,98
67610,0,248,24,2,11
67636,0,5001,90,12,374
67638,3,18847,94,84,204
67639,3,12742,97,60,155
67641,0,4679,74,29,82
67649,2,268,30,1,11
67654,0,19870,92,35,149
67660,0,6683,68,8,132
67663,0,7482,104,31,295
67680,0,96,20,4,14
67688,0,555,40,1,18
67705,0,87,25,1,6
67714,0,13,6,1,2
67717,0,40,14,3,13
67719,0,10049,65,14,98
67729,5,14052,110,121,133
67743,0,975,56,3,26
67748,0,45,15,1,6
67749,0,4689,61,3,35
67751,0,242,24,2,12
67754,0,15998,109,36,276
67764,0,514,56,1,42
67771,0,10,5,1,1
67774,0,429,38,6,16
67800,0,1261,42,1,86
67804,0,20,13,1,9
67818,0,5001,75,7,191
67828,0,88,15,1,6
67836,5,2166,52,3,22
67849,0,5001,51,4,19
67856,0,5007,69,6,95
67882,0,489,34,3,18
67887,3,2999,73,14,43
67896,0,25725,70,30,190
67899,0,43,18,3,14
67909,3,14388,94,59,150
67910,3,15075,94,65,160
67911,0,1575,76,5,51
67913,0,842,57,3,29
67918,2,85308,131,220,565
67933,0,530,35,1,13
67935,5,5001,61,2,106
67936,5,1624,65,23,45
67937,5,1639,41,4,74
67963,0,1228,64,6,51
67966,0,64,12,1,10
67972,0,298,31,4,15
67990,0,43,18,3,14
67991,0,44,18,3,13
68023,0,436,36,1,73
68029,0,42,15,3,13
68043,0,5880,73,4,160
68061,0,46,10,2,3
68063,5,6826,73,5,45
68074,0,970,59,3,36
68077,0,82,16,2,6
68084,5,2772,39,4,157
68086,0,960,52,3,31
68087,0,437,38,1,34
68090,2,12532,60,101,45
68097,0,1017,56,3,26
68102,0,15003,54,8,27
68109,0,19083,89,29,148
68115,0,5001,66,3,48
68118,5,40159,117,305,406
68119,5,39,11,1,4
68120,5,1308,32,2,10
68154,0,288,37,5,12
68160,5,8422,60,6,102
68161,5,3,1,3,1
68164,0,67,11,1,2
68180,0,116,18,3,14
68184,0,5696,51,2,107
68214,0,1448,60,5,43
68221,0,28848,95,44,591
68236,5,22903,107,84,353
68237,5,446,20,16,8
68238,5,90,19,4,7
68239,5,5001,42,3,288
68245,0,57,15,3,15
68256,0,5001,57,3,35
68269,0,5892,61,7,88
68278,0,444,35,1,75
68284,0,436,36,1,73
68291,2,1750,29,5,10
68293,3,32311,69,81,158
68294,5,3065,47,3,70
68295,5,4013,63,20,110
68296,5,4847,102,8,90
68297,5,5667,36,8,14
68298,5,31,12,1,6
68302,0,4796,62,5,34
68303,0,1035,33,3,9
68308,0,8109,67,16,75
68327,0,444,37,1,43
68350,0,28162,62,27,67
68353,5,394,41,2,39
68354,5,13366,51,7,98
68355,5,114,28,1,12
68356,5,20324,116,30,442
68357,5,20368,62,8,146
68366,0,1456,59,3,40
68383,5,20466,73,15,63
68384,5,3,1,3,1
68385,5,2519,46,3,104
68390,0,75,19,3,16
68396,0,1616,63,16,112
68409,0,258,23,4,8
68411,5,21568,97,295,155
68412,5,3352,44,1,89
68427,0,70,22,3,14
68431,0,2528,80,10,71
68435,5,6824,64,3,136
68436,5,25005,30,5,1018
68441,0,34377,96,44,383
68456,0,5001,58,3,33
68483,0,15389,122,21,255
68487,4,560,19,4,5
68488,3,16212,96,80,148
68489,3,30261,68,53,44
68492,5,462,33,1,12
68493,5,27277,83,20,141
68498,0,19197,71,20,64
68508,0,44,18,3,13
68513,0,807,65,3,67
68527,5,333,20,12,9
68561,0,121,24,1,11
68570,0,6,3,2,2
68589,0,46,11,1,3
68609,0,2230,52,3,78
68611,0,26453,70,29,176
68628,0,1070,39,2,72
68631,0,1681,59,3,95
68633,0,1558,44,3,85
68645,5,4834,102,8,90
68655,0,20004,54,11,30
68669,0,45,18,3,13
68671,1,477,44,6,21
68673,0,2562,63,4,67
68674,0,416,41,4,43
68677,0,5001,51,2,256
68687,0,66,11,1,2
68691,5,257,32,1,12
68692,5,1254,51,3,33
68696,0,43,18,3,14
68703,5,2,2,1,1
68704,5,4,1,4,1
68705,5,4764,66,8,45
68706,5,4,1,4,1
68733,0,1031,54,3,28
68735,0,36,16,1,5
68742,0,2801,84,12,90
68755,0,69,12,2,10
68756,0,20004,71,25,589
68760,0,454,41,1,46
68761,0,119,24,1,12
68771,0,65,10,1,5
68774,5,13958,101,47,131
68775,3,7198,54,92,34
68776,5,20402,73,15,64
68782,5,4180,39,4,158
68791,0,14169,62,14,43
68801,5,161,23,1,10
68811,0,1073,61,3,29
68822,0,503,58,2,47
68827,5,2,1,2,1
68828,5,4304,64,4,117
68831,0,146,17,1,8
68838,0,38,13,1,8
68841,0,44,18,3,13
68842,0,48,11,1,3
68860,0,986,46,7,26
68864,0,43,18,3,14
68869,5,40428,116,56,599
68870,5,8349,54,11,21
68871,5,35,10,1,4
68875,5,462,33,1,12
68876,5,1594,34,5,13
68877,5,35660,112,111,298
68889,0,29,12,1,3
68894,0,15939,105,34,212
68907,0,2594,49,6,287
68910,0,1057,42,1,61
68913,0,15813,95,39,310
68918,5,29442,66,28,112
68927,5,4030,76,4,48
68933,0,866,48,7,32
68935,0,5001,69,4,82
68948,0,844,39,2,63
68951,0,106,23,4,5
68958,1,73,22,1,11
68967,5,338,49,1,29
68971,0,8404,67,8,233
68973,5,2173,59,5,40
68974,5,13552,73,9,118
68975,5,4110,66,10,154
68976,5,2,2,1,1
68977,0,1068,61,6,66
68980,0,359,41,1,36
68981,5,6066,83,6,77
68984,0,29236,71,19,151
68986,0,28,14,1,4
69009,2,26893,100,84,385
69010,2,993,34,3,12
69021,0,45,18,3,14
69024,0,24,5,2,9
69049,0,31062,108,58,360
69052,5,19055,96,70,211
69053,5,31,12,1,6
69060,0,2854,43,2,79
69064,0,4442,53,6,110
69065,0,86,19,2,9
69072,0,6160,97,6,146
69074,0,22,8,1,3
69084,0,244,24,2,11
69091,0,15003,59,12,57
69116,0,39,17,1,7
69147,0,1979,45,22,33
69157,0,1264,26,2,13
69164,0,56,18,3,13
69169,0,5001,58,2,102
69173,0,5001,63,6,93
69190,0,1555,65,6,53
69199,0,364,38,1,73
69204,5,210,15,3,8
69205,5,398,45,1,51
69206,5,4734,66,9,45
69207,5,9374,54,4,206
69219,0,44,18,3,13
69222,0,44,18,3,13
69254,0,439,47,1,41
69258,0,9590,72,9,64
69264,0,1,1,1,1
69266,0,43,19,1,7
69273,0,13,6,1,5
69278,0,1374,35,3,79
69286,0,1506,65,6,61
69298,0,43,18,3,14
69302,0,7923,79,32,162
69304,0,8662,104,23,153
69305,0,27541,68,18,62
69306,0,8822,105,23,152
69311,0,1675,53,6,30
69319,0,5001,69,6,1260
69335,0,41,19,1,5
69340,0,974,52,8,30
69341,0,785,60,3,40
69350,0,55,18,3,14
69354,0,2149,34,4,16
69363,0,19255,62,20,48
69365,0,44,18,3,13
69371,2,70,19,1,5
69372,3,31637,115,84,422
69384,0,4,3,1,2
69392,0,71,13,2,11
69400,0,19660,67,22,175
69403,3,24099,97,63,205
69404,3,292,22,4,17
69435,0,44,18,3,13
69442,0,1340,29,1,17
69452,0,8857,105,21,150
69453,3,8862,90,45,126
69456,0,98,23,2,20
69463,3,15049,95,70,173
69464,5,257,32,1,12
69465,5,32358,75,24,160
69469,0,73,19,1,13
69472,0,3766,43,1,26
69484,0,4783,95,11,82
69513,0,44,18,3,13
69517,4,1504,71,7,33
69518,5,1762,41,3,16
69519,5,25005,30,5,965
69520,5,2,1,2,1
69521,5,20,10,1,3
69525,5,257,32,1,12
69526,5,4547,30,12,16
69527,5,28,15,1,5
69540,0,906,41,2,60
69552,5,3,1,3,1
69553,5,9516,57,12,49
69562,0,16,9,1,10
69577,0,25,14,1,4
69583,0,5001,58,2,1655
69586,0,1449,51,14,35
69594,0,45262,131,63,2828
69596,0,111,17,3,14
69600,0,538,42,6,21
69604,5,7027,63,12,33
69608,0,120,24,1,11
69610,0,4587,62,5,36
69613,3,12434,97,63,191
69616,0,5001,62,4,42
69617,0,350,27,2,38
69625,0,3527,48,4,21
69629,0,457,31,1,9
69630,0,6445,68,8,130
69635,0,6987,86,25,59
69636,3,2007,73,9,37
69638,0,22027,112,35,236
69642,0,43,18,3,14
69646,0,44164,112,59,221
69651,0,480,45,1,44
69657,0,939,44,2,28
69684,0,31608,93,15,237
69688,0,1522,60,3,42
69695,5,2078,56,3,18
69706,0,10002,74,8,177
69716,0,989,43,2,69
69718,5,5528,53,4,284
69721,5,1527,29,4,12
69722,5,1957,43,4,18
69756,0,38,13,1,8
69765,0,2270,46,4,31
69769,0,9251,61,6,39
69770,0,15501,118,23,192
69779,0,328,28,1,60
69783,5,4338,39,6,17
69784,5,1794,38,4,13
69789,0,2735,61,6,46
69798,0,39,5,1,3
69806,3,14620,93,66,157
69811,0,66,11,1,6
69813,5,6,2,3,1
69814,5,20633,82,17,108
69820,2,502,32,2,11
69821,2,21391,72,37,151
69823,0,597,26,1,18
69825,0,41,15,3,14
69826,0,871,52,3,30
69835,0,5001,11,1,5
69838,0,44,18,3,13
69844,2,816,30,4,10
69860,0,1910,64,5,47
69900,0,44,18,3,13
69901,0,44,18,3,13
69906,0,16,9,1,9
69914,5,5577,85,14,174
69919,0,405,45,2,33
69920,0,131,20,1,11
69928,0,16,9,1,9
69935,0,7092,47,2,89
69957,0,41,19,1,5
69967,0,42,15,1,5
69984,0,5001,74,8,99
70006,0,1303,63,3,97
70010,0,16,9,1,9
70015,5,2,2,1,1
70025,0,2811,80,12,91
70028,0,40,11,1,3
70032,0,442,41,1,49
70068,0,1377,59,3,37
70069,0,1620,83,9,41
70088,0,237,24,2,12
70093,0,648,37,2,61
70105,0,5001,70,5,53
70113,5,29337,118,78,292
70125,0,16,9,1,10
70130,0,7808,68,11,115
70131,0,370,24,3,11
70133,0,16,9,1,10
70134,0,4,3,1,3
70138,0,1657,50,2,101
70139,0,6228,67,8,128
70140,0,5001,81,10,168
70146,0,6,3,2,2
70156,0,388,34,7,15
70161,5,20474,122,26,437
70162,5,102,23,5,8
70163,5,3,1,3,1
70169,0,10002,58,6,43
70176,0,30915,109,45,285
70180,0,3333,80,12,36
70190,0,20594,89,27,122
70192,0,44,18,3,13
70197,0,36001,80,25,166
70200,0,31,13,1,5
70206,5,43916,118,308,433
70207,5,3,1,3,1
70225,0,2115,54,35,56
70258,0,1235,62,6,52
70264,0,16,7,1,3
70266,5,4,1,4,1
70279,0,5001,54,4,23
70297,0,1950,49,5,160
70303,0,76,12,1,10
70310,0,243,24,2,11
70311,0,168,17,2,4
70323,0,5001,25,7,10
70326,5,135,15,1,4
70340,0,187,32,1,20
70345,0,43,18,3,14
70346,0,43,18,3,14
70361,0,448,37,1,22
70373,0,55,16,1,5
70387,5,17753,67,26,176
70405,0,5001,77,24,64
70412,0,388,31,2,40
70415,0,10002,67,4,357
70418,0,5001,72,7,172
70423,0,15003,64,11,58
70428,0,655,37,1,71
70442,0,21,10,1,10
70468,0,68,15,2,5
70477,0,60,11,1,4
70496,0,5001,35,2,29
70515,0,659,25,3,21
70587,0,839,53,7,32
70589,5,10039,78,49,80
70590,0,687,35,2,58
70604,0,2802,83,12,90
70605,0,16,9,1,10
70606,0,25,14,1,4
70620,0,1954,45,4,26
70623,5,628,29,4,67
70624,5,4,1,4,1
70628,0,5001,51,4,17
70632,0,131,19,1,6
70637,0,242,18,2,8
70654,3,10037,74,32,68
70655,5,21457,106,72,178
70663,0,33365,146,93,1047
70667,5,5607,86,14,182
70668,5,6066,82,31,60
70669,5,3728,35,6,14
70670,5,5001,64,3,71
70671,3,11325,83,53,96
70678,0,16,9,1,10
70693,0,2055,45,1,43
70712,0,16751,102,66,178
70713,0,1794,62,5,82
70720,0,2310,59,2,138
70724,2,2632,80,15,151
70725,3,740,20,4,11
70732,0,79,17,3,14
70740,0,43,18,3,14
70748,0,44,18,3,13
70755,0,78,22,3,15
70756,0,15641,114,39,506
70761,0,13308,69,22,184
70762,0,120,24,1,12
70770,2,1477,30,5,10
70771,2,29224,59,32,56
70772,1,480,45,5,22
70776,0,974,57,2,41
70782,0,242,24,2,11
70786,0,20,13,1,9
70790,0,2144,59,5,103
70795,0,40,17,1,11
70799,0,36,15,2,8
70812,5,17698,55,19,50
70813,5,228,28,2,15
70826,0,2310,63,8,60
70837,0,862,48,7,32
70849,0,1757,31,2,151
70861,0,109,23,1,5
70865,0,5001,6,163,4760
70871,0,224,35,3,11
70888,0,120,24,1,12
70901,0,1944,60,3,26
70912,0,1400,44,1,43
70918,0,6642,97,17,105
70919,0,5001,78,13,64
70932,0,2897,85,12,87
70939,0,200,36,2,18
70950,3,13784,97,62,161
70953,0,48,11,3,4
70958,0,15003,86,31,106
70963,0,16,9,1,9
70966,5,4031,80,6,41
70967,5,412,38,1,47
70996,0,10002,62,7,235
71001,5,257,32,1,12
71002,5,4545,30,10,18
71003,5,5409,41,9,22
71031,0,963,43,2,85
71035,0,1087,46,2,43
71043,0,16,9,1,10
71049,0,168,24,1,8
71051,0,460,59,5,24
71066,0,491,21,1,5
71067,5,20402,58,30,80
71069,0,7245,52,18,177
71071,5,6,2,3,1
71072,5,20004,44,4,130
71079,0,17162,131,29,422
71088,0,16310,84,58,152
71089,3,12998,95,59,152
71090,5,4,1,4,1
71109,0,172,36,5,18
71112,0,833,53,3,29
71117,5,47481,72,24,141
71118,5,7544,41,12,27
71121,0,37,12,1,4
71128,0,41,19,1,5
71137,0,246,26,4,7
71147,0,81,12,1,6
71150,0,5001,53,1,337
71157,5,7519,76,22,51
71158,5,5498,32,6,16
71159,5,41854,112,294,261
71160,5,462,33,1,12
71181,0,5716,80,24,127
71184,5,2674,51,3,108
71185,5,3819,29,6,13
71186,5,3,1,3,1
71187,5,5001,53,1,144
71199,5,20292,64,9,145
71200,5,15003,42,6,175
71201,5,2,2,1,1
71205,0,298,23,6,7
71216,0,49,12,1,3
71217,5,5574,87,15,179
71218,3,3035,77,16,42
71219,5,6280,56,9,25
71223,0,121,20,2,8
71236,0,237,35,1,29
71241,0,15003,71,8,78
71249,0,4852,62,5,46
71250,0,3483,80,16,67
71282,2,268,30,1,11
71283,2,989,50,4,23
71284,2,268,30,2,11
71285,2,268,30,1,11
71286,0,2800,77,9,90
71287,0,852,53,3,29
71332,0,271,39,2,72
71334,0,4922,51,3,46
71337,0,6330,67,8,135
71352,0,327,37,1,45
71359,3,8146,82,39,71
71360,2,136,13,4,4
71361,0,82,19,2,5
71367,0,50,18,1,12
71369,5,2381,63,5,45
71370,5,140,28,4,9
71384,0,140,10,2,5
71385,0,473,52,2,36
71388,0,53,17,3,14
71406,0,43,15,3,13
71411,2,268,30,1,11
71412,2,21213,98,67,175
71413,2,848,30,4,10
71431,0,3523,58,3,97
71439,0,710,44,4,46
71444,0,472,30,2,26
71449,0,13,6,1,3
71454,0,111,19,3,11
71460,0,4729,62,4,44
71463,0,7822,62,24,77
71471,0,56,18,3,13
71480,2,268,30,1,11
71481,2,268,30,1,11
71482,2,12403,82,344,473
71483,2,753,32,3,11
71488,0,40,10,2,3
71491,5,4,1,4,1
71492,5,6850,70,6,110
71496,0,438,56,1,36
71499,5,4,1,4,1
71509,1,7101,50,9,30
71511,2,268,30,1,11
71519,0,1751,42,1,51
71521,0,594,54,1,43
71527,5,1774,52,10,26
71528,5,10466,108,114,168
71535,0,10285,89,14,111
71540,0,35007,55,26,48
71542,5,19997,106,68,172
71543,5,248,42,1,11
71544,5,19,10,1,4
71545,5,13554,72,8,125
71546,5,15003,58,9,182
71567,0,1755,66,7,59
71570,0,4201,38,2,170
71571,0,56,8,1,2
71577,0,1269,39,3,81
71586,0,3005,53,6,38
71598,5,11710,106,57,174
71599,5,462,33,1,12
71600,5,29606,106,73,507
71601,5,1,1,1,1
71609,0,37,15,1,4
71610,0,51,15,3,13
71625,5,2384,70,6,47
71626,5,3666,49,8,22
71636,2,824,30,3,10
71637,2,14693,102,65,142
71638,2,268,30,1,11
71640,0,20,8,1,3
71646,0,799,41,1,14
71652,0,474,20,1,6
71674,0,49015,131,138,1865
71679,0,243,24,2,11
71691,5,18875,109,80,325
71692,5,3831,60,2,194
71697,1,801,45,12,27
71706,0,241,44,1,27
71707,0,783,36,1,21
71708,0,813,39,2,48
71713,0,8782,105,16,118
71719,0,1112,50,9,23
71751,5,257,32,1,12
71754,0,19,10,1,2
71762,0,204,26,6,23
71764,0,1674,55,6,55
71765,5,3,1,2,1
71766,0,1075,38,2,81
71774,2,108224,115,415,912
71775,2,7095,48,3,61
71782,0,870,48,7,32
71820,0,3970,29,2,19
71831,0,57,21,3,15
71842,0,44,18,3,13
71843,0,55,18,3,13
71847,1,1184,75,8,91
71848,0,300,31,2,50
71849,1,481,45,6,22
71852,0,40,14,3,13
71854,0,80,17,3,14
71880,0,62,13,2,4
71895,0,4589,63,3,37
71899,0,5001,81,5,260
71944,0,2956,19,2,5
71945,0,5001,85,5,210
71956,5,554,28,15,12
71961,0,43941,101,52,491
71962,0,115,26,1,12
71965,0,46,10,1,3
71977,0,1203,28,2,11
71978,0,2599,73,8,84
71986,0,243,24,2,11
71989,0,74,25,3,15
71995,0,30,15,1,4
71998,0,121,22,3,21
71999,0,1064,50,13,23
72016,0,80,10,2,3
72039,0,2552,40,2,90
72084,0,2743,58,6,51
72085,0,1048,62,6,46
72093,0,294,33,1,20
72096,5,34804,86,59,419
72097,0,124,28,1,23
72119,5,518,50,1,51
72120,5,2900,57,3,31
72143,1,5001,54,40,82
72147,0,9640,62,10,51
72152,2,4261,75,18,133
72153,2,268,30,1,11
72154,2,1324,34,4,12
72161,5,13642,64,6,141
72162,5,2718,38,8,18
72163,5,3129,64,6,39
72164,0,43,18,3,14
72168,0,1069,63,4,46
72178,0,682,39,2,21
72191,5,20004,42,8,174
72192,5,14,2,5,1
72195,0,682,45,5,12
72210,0,373,52,3,33
72215,0,683,63,5,54
72216,0,1148,33,6,9
72230,3,1460,73,6,33
72238,0,594,56,4,29
72241,0,120,24,1,11
72245,0,19166,118,39,212
72250,0,765,47,2,27
72252,0,20,13,1,9
72267,0,23,12,1,6
72287,0,125,22,3,16
72288,0,40,14,3,13
72300,0,200,33,4,28
72304,0,121,24,1,12
72307,0,197,33,1,14
72327,5,10355,73,17,419
72328,5,634,30,2,63
72329,5,4900,102,9,91
72330,5,2,2,1,1
72335,0,93,22,1,12
72346,5,2747,56,6,19
72347,5,5001,30,1,291
72348,5,11174,79,16,50
72380,0,128,20,1,12
72381,0,142,20,1,6
72423,0,17736,106,32,166
72424,0,14,6,1,3
72452,3,40224,41,20,27
72453,3,4004,73,19,48
72466,0,246,46,3,15
72470,0,183,26,3,22
72471,0,2715,58,5,92
72475,0,230,41,2,14
72476,0,7159,62,8,151
72489,0,43,18,3,14
72502,0,157,32,4,11
72507,0,22,11,1,9
72512,0,14762,85,32,248
72513,0,5001,85,13,75
72517,0,102,15,3,15
72524,0,240,24,2,11
72526,2,30617,91,156,303
72527,2,1308,34,4,11
72551,0,14502,96,33,387
72578,3,13856,101,67,227
72579,3,4510,73,22,51
72585,0,5001,88,9,67
72595,0,1074,61,4,45
72596,0,248,20,1,6
72609,5,6832,103,10,80
72610,5,7975,112,94,158
72621,0,340,47,3,19
72623,0,55,17,3,13
72650,0,148,23,3,7
72660,5,2,2,1,1
72664,0,34,13,1,4
72667,0,11,4,1,2
72682,0,40,12,1,12
72685,0,27,11,1,3
72691,0,27,13,1,6
72693,0,1784,41,4,95
72699,0,348,37,1,54
72700,0,2826,70,6,59
72725,0,4795,27,1,96
72727,3,10658,94,48,138
72728,2,993,34,3,12
72761,0,10708,64,45,70
72764,0,240,24,2,11
72783,3,13292,96,66,156
72796,0,1831,65,5,61
72802,0,10002,10,2,23
72825,3,487,37,8,33
72826,2,1675,34,5,11
72827,3,17453,97,86,190
72839,3,8059,80,39,75
72840,3,4529,75,22,47
72848,0,6484,54,10,62
72857,0,22,11,1,9
72867,5,161,23,1,10
72868,0,122,24,1,11
72869,0,162,24,1,14
72878,0,1210,64,6,51
72902,0,242,24,2,11
72909,5,42,19,1,8
72910,5,10438,56,15,33
72911,5,39107,142,299,369
72912,5,27134,72,16,136
72933,5,3730,43,7,16
72940,0,96,17,2,19
72951,0,1518,67,6,57
72966,0,56,18,3,14
72982,0,10002,96,16,387
72990,0,19416,68,12,54
73001,5,4216,65,8,45
73002,5,4,1,3,1
73004,0,4834,62,5,34
73017,0,243,24,2,11
73045,0,2253,68,9,66
73048,0,5001,60,3,62
73059,0,21,12,1,6
73081,0,10589,70,14,318
73086,0,2171,40,6,22
73095,0,124,22,1,5
73104,0,102,17,2,13
73107,0,1368,65,30,86
73113,0,2202,36,3,17
73120,0,32,12,2,9
73124,0,14187,93,39,104
73126,0,16,9,1,9
73127,0,5144,65,24,103
73131,0,44,18,3,13
73132,0,1820,23,1,10
73166,3,4380,74,18,50
73188,0,5001,103,14,167
73209,0,10,8,1,5
73212,0,42,11,4,4
73213,2,268,30,1,11
73214,2,1004,32,4,11
73215,2,463,33,2,14
73216,2,142413,95,467,645
73224,0,336,42,2,29
73233,0,86,18,3,14
73236,4,7629,92,41,137
73244,0,15003,70,16,454
73249,0,20,13,1,9
73256,0,96,21,2,5
73258,5,2,1,2,1
73283,0,29002,98,67,358
73286,0,46,11,1,6
73292,0,33,6,1,1
73293,0,66,7,1,2
73311,0,40,14,3,13
73340,0,7179,85,23,235
73344,0,10745,125,39,285
73345,0,1894,16,1,5
73376,0,5154,68,6,47
73382,0,49,18,3,13
73386,5,20420,122,31,425
73387,5,102,15,3,6
73388,5,20004,98,16,486
73389,5,3034,30,9,15
73396,5,2909,61,3,48
73397,5,21934,96,37,432
73398,5,855,47,4,114
73403,5,13,5,1,2
73407,0,515,53,7,25
73411,0,18,9,1,9
73416,0,12135,112,19,244
73421,0,633,37,5,15
73426,0,1216,25,2,12
73455,0,9788,51,5,82
73458,0,44,18,3,13
73459,0,68718,139,109,1247
73475,2,25286,95,32,114
73488,0,1689,59,7,203
73498,0,265,32,1,13
73517,0,91,16,1,42
73521,0,99,17,1,9
73526,0,103,21,1,9
73531,2,1512,33,5,10
73532,2,268,30,1,11
73538,0,717,36,2,58
73542,0,128,18,1,6
73558,5,26902,75,19,160
73562,0,5001,34,1,10
73573,0,480,42,1,52
73586,0,77,21,1,10
73603,0,41,19,1,5
73617,5,1281,29,2,11
73618,5,2968,71,4,45
73625,0,6,6,1,3
73633,0,639,49,1,48
73640,0,1089,29,2,11
73641,0,3158,79,9,86
73662,0,9087,105,15,119
73664,0,5001,85,12,75
73666,0,781,52,2,38
73668,1,15843,75,121,138
73672,0,53,23,1,15
73674,5,8,2,4,1
73675,5,8590,58,8,145
73676,5,8328,80,47,70
73677,5,5716,81,10,299
73680,0,18881,68,11,61
73685,0,49,12,1,3
73687,0,925,49,4,23
73703,0,239,24,2,11
73721,0,49,15,1,6
73738,0,204,23,5,6
73746,5,3297,51,12,43
73747,5,6,2,3,1
73748,5,496,53,2,48
73756,0,16,9,2,2
73757,0,436,38,1,46
73764,0,1385,55,3,34
73768,0,471,42,6,21
73772,0,1484,64,6,57
73775,0,5001,82,3,57
73777,0,1019,22,1,20
73785,5,1,1,1,1
73786,5,30733,108,110,252
73800,0,52,20,3,15
73803,0,126,22,5,6
73836,0,238,24,2,12
73846,0,838,52,3,29
73848,0,153,24,1,20
73851,0,38,16,1,4
73854,0,2066,39,3,33
73864,0,43,18,3,14
73870,3,13055,94,61,152
73871,3,351,36,6,28
73906,5,7332,45,11,27
73909,0,20,13,1,9
73917,0,84,10,1,4
73929,0,44,18,3,13
73945,0,5001,71,3,51
73947,5,4351,55,20,128
73948,5,4808,73,8,44
73949,5,8,2,4,1
73964,0,95,5,1,3
73965,1,22169,35,47,12
73966,1,308,23,8,15
73988,0,286,42,2,46
73991,0,44,18,3,13
73993,0,1216,70,11,92
73994,0,5001,57,3,35
73996,0,26,9,1,4
74004,0,245,24,2,11
74017,0,2188,40,4,19
74030,0,111,17,3,13
74032,5,5567,66,6,167
74033,5,12848,80,28,107
74049,0,44,18,3,13
74055,0,5001,44,2,73
74067,0,52,22,3,5
74071,0,453,41,1,46
74072,0,42,15,3,13
74077,0,3829,58,7,201
74079,0,51,19,1,14
74084,0,413,50,1,43
74087,0,899,31,1,20
74090,0,7289,70,8,175
74093,0,53,17,3,14
74097,0,42,20,1,8
74103,0,21275,156,44,462
74110,0,5018,56,2,108
74111,0,14948,101,30,295
74114,0,285,30,7,14
74125,0,5709,109,18,138
74126,3,10479,89,49,99
74127,5,12495,62,9,133
74128,5,509,36,1,57
74129,5,2,2,1,1
74130,5,2,2,1,1
74133,0,43,18,3,14
74139,0,5001,78,13,64
74152,0,5444,80,5,56
74154,0,89,21,1,18
74161,0,23,10,1,4
74170,0,61,22,4,12
74173,0,9,5,1,3
74195,5,6041,75,28,60
74199,0,380,29,1,34
74202,5,2150,58,4,35
74203,5,1983,58,3,31
74204,5,3131,57,1,60
74207,0,21,6,1,3
74213,0,258,34,1,16
74225,0,45,18,3,13
74232,0,25358,67,29,177
74244,0,12438,104,24,298
74248,0,2736,58,3,144
74263,0,641,56,3,83
74268,0,700,49,1,41
74270,5,4857,102,8,91
74271,5,7237,76,16,260
74280,5,1526,58,6,76
74281,5,16326,75,44,271
74285,5,7818,53,16,38
74286,5,462,33,1,12
74287,5,13140,63,12,176
74288,0,2149,64,5,55
74302,0,1053,57,3,79
74305,0,1059,62,6,46
74308,0,16,9,1,9
74314,0,7868,58,6,154
74320,5,10605,113,41,448
74321,5,7019,43,21,43
74325,5,19845,79,12,170
74326,5,2560,58,1,128
74345,2,855,31,3,11
74372,0,22,11,1,9
74375,0,1212,39,7,20
74381,0,7510,82,26,130
74391,0,217,32,2,11
74399,0,25,11,1,4
74406,0,48151,128,117,473
74420,0,9544,80,10,136
74434,0,8501,104,24,149
74439,0,119,22,1,9
74450,4,193,34,3,17
74456,0,4336,73,66,241
74461,0,996,40,2,61
74482,0,5001,52,3,34
74486,0,60,21,1,11
74488,5,11132,59,8,96
74489,5,1505,36,3,73
74496,5,8024,74,32,70
74497,5,27367,60,35,89
74501,0,1224,64,6,51
74524,0,141,18,3,15
74536,0,1994,54,8,67
74547,0,3097,74,3,114
74557,0,569,33,2,10
74585,0,11285,93,42,142
74594,0,4,2,1,2
74602,0,3388,63,17,49
74605,5,462,33,1,12
74606,5,5001,64,3,72
74622,5,12302,56,29,52
74660,0,15003,62,12,57
74665,0,1643,51,1,36
74682,0,10002,57,6,44
74728,5,2,2,1,1
74729,5,18698,113,28,468
74730,5,6060,30,16,17
74731,5,7740,45,11,36
74732,5,12923,63,12,135
74736,0,730,12,1,4
74759,0,38,8,2,3
74776,0,1476,57,4,39
74783,0,5001,73,4,77
74792,0,45,18,3,13
74797,0,10131,65,10,46
74809,0,53,16,1,9
74821,0,53,18,1,13
74824,0,85,28,3,16
74829,0,205,35,2,11
74847,3,15558,96,72,174
74848,5,4,1,4,1
74849,5,5570,42,9,25
74850,5,12288,79,23,96
74854,3,9207,85,40,84
74855,3,2382,66,4,35
74864,0,171,30,1,16
74875,0,1543,57,4,96
74883,2,993,34,3,12
74887,0,124,22,1,5
74892,0,88,16,2,12
