file_id,apiapi_1,apiapi_2,apiapi_3,apiapi_4,apiapi_5,apiapi_6,apiapi_7,apiapi_8,apiapi_9,apiapi_10,apiapi_11,apiapi_12,apiapi_13,apiapi_14,apiapi_15,apiapi_16,apiapi_17,apiapi_18,apiapi_19,apiapi_20,apiapi_21,apiapi_22,apiapi_23,apiapi_24,apiapi_25,apiapi_26,apiapi_27,apiapi_28,apiapi_29,apiapi_30,apiapi_31,apiapi_32,apiapi_33,apiapi_34,apiapi_35,apiapi_36,apiapi_37,apiapi_38,apiapi_39,apiapi_40,apiapi_41,apiapi_42,apiapi_43,apiapi_44,apiapi_45,apiapi_46,apiapi_47,apiapi_48,apiapi_49,apiapi_50,apiapi_51,apiapi_52,apiapi_53,apiapi_54,apiapi_55,apiapi_56,apiapi_57,apiapi_58,apiapi_59
60418,2246,235,56,518,0,480,0,344,149,7,29,0,0,0,16,4,59,179,27,0,0,94,5,112,16,2,29,0,0,2,1,1,40,1,0,36,0,0,0,1,0,0,4,0,0,11,9,14,7,0,0,0,0,0,4,0,4,0,2
60447,0,3,4,0,0,0,0,0,0,0,0,90,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0
60448,0,0,53,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,8,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60458,7,832,281,345,0,28,8,21,13,1396,35,2,0,0,4,0,74,3,737,0,0,7,556,3,27,32,0,34,27,32,0,0,0,8,0,9,0,0,0,2,0,5,17,0,0,3,1,0,2,0,0,0,1,0,0,0,0,32,0
60466,14,18,42,0,0,3,0,2,34,4,14,0,0,0,31,0,8,1,5,0,0,9,2,0,1,0,0,3,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,38,1,1,0,0,0,0,0,0,0,0,0,0,0,0
60475,1,5,7,2,0,1,0,3,3,0,0,0,0,0,3,0,1,0,0,0,0,3,1,0,2,0,2,4,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0
60477,2253,224,56,366,0,508,39,355,112,9,3,0,0,0,8,0,60,94,32,0,0,94,6,112,23,5,9,5,27,11,1,1,38,1,1,5,0,0,0,1,0,8,5,0,0,14,10,14,9,0,0,3,1,0,4,0,0,0,2
60478,2,12,19,0,0,2,0,2,0,1,0,0,0,0,11,0,1,0,1,0,0,2,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,35,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
60487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60493,1444,645,400,116,0,1081,579,729,526,64,98,2,0,166,42,0,264,207,109,0,926,102,2,172,124,72,190,98,62,36,2,2,122,66,2,62,0,0,0,20,0,70,18,0,0,74,68,24,62,0,2,89,2,0,11,0,0,0,12
60498,2246,236,56,499,0,480,0,344,75,7,261,0,0,0,16,4,61,38,27,0,0,94,9,112,16,2,27,0,0,2,1,1,40,1,0,36,0,0,0,1,0,0,4,0,0,11,9,14,7,0,0,0,0,0,4,0,4,0,2
60500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60512,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
60525,34,95,200,16,0,43,0,24,51,42,0,0,6,0,53,16,25,5,48,0,0,4,0,11,23,0,14,80,57,0,10,3,0,0,5,13,0,2,0,0,0,12,0,0,5,7,7,4,2,0,0,0,0,0,4,0,8,0,0
60532,4,84,80,0,0,6,0,10,4,10,0,0,0,0,8,0,0,0,12,0,0,2,0,0,10,0,0,16,0,0,0,2,0,2,4,0,0,0,0,6,0,2,2,0,0,0,0,0,10,0,0,0,0,0,2,0,0,0,0
60541,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60542,8,952,59,175,0,14,124,15,162,1,116,0,0,0,4,0,198,159,1,0,0,4,229,1231,13,86,0,66,0,0,6,0,0,0,1,670,0,0,0,2,0,1,2,0,417,65,65,0,63,0,0,0,0,0,4,0,0,0,0
60546,6720,455,2179,141,0,1734,30,1164,262,18,0,1,0,1,63,0,112,147,63,0,0,205,72,90,132,72,24,3,36,72,0,3,74,12,3,12,0,3,0,2,0,3,27,0,0,24,18,42,3,0,0,0,0,0,18,0,6,186,9
60551,0,26,34,0,0,2,0,2,14,8,2,0,0,0,28,0,4,2,10,0,0,4,8,0,6,0,0,12,0,0,0,2,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
60566,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60585,0,30,68,0,0,4,0,4,2,2,0,0,0,0,6,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,0,0,0,2
60592,205,65,295,1,0,112,116,169,78,9,0,1,0,141,215,0,20,5,17,30,0,4,0,0,48,96,56,3,4,30,0,0,0,32,1,1,0,0,0,16,0,59,0,0,0,3,2,10,0,0,0,3,0,0,2,0,0,0,0
60609,0,6,14,0,0,0,0,0,10,0,0,0,0,0,4,0,2,1,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0
60613,1322,818,3299,50,0,1544,708,1006,171,167,5,454,135,129,68,99,59,75,60,0,836,109,0,5,346,56,85,70,61,2,0,7,20,7,5,52,0,9,0,51,0,147,37,0,0,83,38,62,60,0,0,1054,0,5465,64,0,81,0,30
60614,0,49,616,0,0,0,0,4,10,2,1,0,0,0,2,0,5,6,2,0,0,0,0,0,17,0,0,2,0,0,0,2,0,2,0,2,0,1,0,3,0,0,5,0,0,2,2,0,0,0,0,0,0,1127,1,0,19,0,0
60615,0,4,3,0,0,0,0,0,13,1,0,0,1,0,0,1,0,0,0,0,0,4,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0
60622,48,3377,177,0,0,84,16,316,79,40,12,6746,0,4,138,0,24,9,60,0,0,5668,0,0,20,8,0,0,0,0,0,880,0,224,117,0,110,0,2015,12,12372,108,232,4,0,8,8,606,4,0,0,0,0,0,33,0,0,0,12
60625,0,0,17,0,0,1,0,0,6,0,0,0,0,0,12,0,0,1,0,0,0,1,0,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60630,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60632,6,74,330,3,0,15,24,18,82,12,3,2,0,3,15,0,9,39,17,0,0,0,0,0,66,12,6,0,12,12,0,3,3,102,0,3,0,3,0,3,820,0,6,0,0,6,6,2,0,0,0,0,3,3324,2,0,33,3,0
60633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60634,0,1617,1900,162,0,8,27,2,271,6744,54,0,432,6,42,1590,123,129,66,0,0,244,3,96,126,63,36,9,0,66,0,1,97,2,1,3,0,3,0,16,0,4,12,0,0,24,9,39,3,0,0,3,3,0,4,0,18,147,9
60635,21,186,3189,3,0,96,54,60,75,15,3,0,0,10,15,0,42,21,27,0,39,0,0,0,114,31,6,3,93,37,0,6,21,150,0,6,0,3,0,6,0,21,12,0,0,18,12,0,6,0,0,0,3,3144,0,0,63,3,0
60645,0,16,16,0,0,0,0,0,4,1,0,0,0,0,14,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60669,4,17884,11212,0,0,4,24,4,3739,1856,68,0,3234,4,1932,3234,7472,466,8,0,0,3238,0,0,1462,16,470,0,0,16,0,0,68,0,462,0,924,461,0,1390,17519,462,0,12451,0,7404,7404,0,6468,0,0,0,0,0,461,0,0,4,0
60670,806,355,664,34,0,993,160,616,102,75,1,2,6,27,43,6,17,39,47,0,6,63,0,4,150,6,96,55,48,6,0,0,12,0,2,48,0,4,0,35,0,55,19,3,0,46,18,29,33,0,0,9,0,0,32,0,6,0,11
60672,17,46,46,0,0,54,36,27,101,0,0,4,0,133,12,0,2,57,6,0,85,2,0,0,16,8,0,2,54,12,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,6,2,0,4,0,0,0,8,0,0,0,0,0,0
60686,5,16,116,1306,0,16,4,4,18,2,716,0,0,0,19,0,6,9,3,0,0,1,2023,0,20,26,19,4,0,19,0,2,0,0,2,12,0,4,0,1,36,537,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
60688,0,13,4,0,0,0,0,0,4,1,0,0,0,0,4,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60689,7,22,43,0,0,9,0,5,7,1,0,0,0,0,36,0,0,1,1,0,0,1,0,0,1,0,2,19,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60693,3,47,27,10,0,8,32,8,32,9,0,0,26,0,3,26,5,11,9,0,0,2,0,0,6,15,0,0,4,17,0,0,9,32,0,0,0,0,0,0,0,7,0,0,0,6,4,0,3,0,0,0,1,0,0,0,0,0,0
60696,34,95,192,18,0,43,0,24,54,42,0,0,6,0,47,16,25,10,48,0,0,4,0,11,23,0,14,80,57,0,14,3,0,0,5,13,0,1,0,0,0,12,0,0,5,7,7,4,2,0,0,0,0,0,5,0,8,0,0
60702,157,78,564,52,0,121,872,95,79,8,13,1188,0,175,31,0,27,16,13,0,346,44,61,8,46,17,2,7,31,19,0,1,1,68,4,9,0,0,0,8,0,8,14,0,0,8,4,1,2,0,0,184,1,0,4,0,2,0,1
60721,0,0,33,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60725,4,43,74,0,0,5,0,4,0,1,0,0,0,0,9,0,16,0,1,0,0,1,0,0,10,0,1,0,0,0,0,0,0,0,1,0,2,0,0,4,0,1,2,0,2,15,15,0,14,0,0,0,0,0,0,0,0,0,0
60726,140,55,60,1,0,64,2,55,32,5,0,0,0,0,11,0,9,3,12,0,0,1,1,72,14,2,8,1,0,2,1,0,3,0,0,3,0,0,0,2,0,0,3,0,0,8,7,0,9,0,0,0,0,0,2,0,0,0,4
60739,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60741,56,1359,2904,1136,0,155,560,103,2384,12,8,0,0,5952,64,0,28,1200,27,0,229,0,0,0,92,130,8,4,108,134,0,8,1136,72,0,8,0,4,0,8,0,28,28,0,0,20,12,0,8,0,0,34,4,4374,0,0,76,420,0
60742,79,115,1155,6,0,95,408,86,52,6,2,1,2,634,11,0,11,9,18,5,258,0,3,0,79,10,6,1,33,12,0,2,3,58,1,14,0,1,13,10,0,8,9,0,0,5,3,0,2,0,0,35,1,1110,4,0,107,1,5
60743,32,172,516,0,0,36,0,52,146,4,4,0,0,0,80,0,80,60,4,0,0,40,0,0,88,0,8,0,0,0,0,4,4,8,0,8,0,4,0,32,0,0,16,0,40,4,4,0,0,0,0,0,4,4330,4,0,44,0,0
60744,6,42,45,0,0,6,4,7,7,3,0,0,0,1,34,0,2,2,3,0,0,1,0,0,7,0,132,65,0,0,0,0,0,0,0,0,0,0,0,1,34,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0
60746,4,38,71,1,0,3,0,3,1,1,7,0,0,0,4,0,5,2,1,0,0,11,4,0,15,0,0,0,0,0,24,0,0,0,0,0,0,0,1,4,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0
60755,644,640,1411,2070,0,1010,2038,1019,1093,25,47,1,18,3,65,0,37,13,97,15,77,26,91,9,185,129,28,16,98,129,1,3,21,333,2,17,2,0,53,30,37,170,314,0,0,244,221,34,213,5,0,1,11,548,50,0,68,0,23
60759,104,191,279,0,0,176,0,162,23,4,0,0,2,0,6,0,4,13,11,15,0,7,0,0,45,0,4,0,14,0,0,4,0,63,0,10,0,0,29,12,0,0,23,0,0,3,3,0,4,3,0,0,1,0,6,0,0,0,4
60761,92,308,96,0,0,44,0,52,89,44,0,16,0,0,44,0,12,4,56,0,0,16,0,4,16,0,24,32,0,0,0,4,4,8,4,60,0,0,40,20,0,0,8,0,96,4,4,0,4,0,0,0,0,0,20,0,0,0,0
60762,0,48,73,0,0,0,0,0,0,5,0,0,7,0,9,7,16,0,1,0,0,6,0,0,10,0,1,0,0,0,0,0,0,0,1,0,2,0,0,4,0,1,0,0,0,15,15,0,14,0,0,0,0,0,0,0,0,0,0
60764,12,138,996,0,0,15,0,12,12,3,0,0,0,0,21,0,48,0,3,0,0,6,0,0,30,0,3,0,0,0,0,0,0,0,3,0,6,0,0,12,0,3,6,0,381,45,45,0,42,0,0,0,0,0,3,0,6,0,0
60766,111,830,644,78,178,93,82,56,179,411,20,276,808,0,93,444,65,69,89,9,0,89,36,22,146,25,11,17,21,17,0,4,1,48,4,0,0,0,67,24,0,199,0,0,0,19,14,4,12,0,0,1,2,0,14,0,44,0,0
60772,6,22,50,0,0,6,7,2,17,9,0,0,5,2,28,5,1,4,7,0,0,5,0,0,11,2,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0
60780,7,41,26,6,0,9,0,10,16,7,0,0,0,0,9,0,3,4,10,0,0,10,0,0,14,0,1,0,0,0,0,2,0,3,0,0,0,0,0,1,0,0,4,0,1,1,1,0,0,0,0,0,0,0,2,0,3,0,0
60781,23,25,745,20,0,26,7,24,226,2,0,0,4,1,20,0,7,6,7,0,0,0,24,0,258,3,2,1,0,3,0,0,4,0,0,2,1,6,0,0,0,0,0,0,0,7,5,0,4,0,1,0,0,0,1,0,38,1,4
60796,0,5,4,2,0,0,0,0,0,1,0,0,0,0,3,0,2,0,1,0,0,2,1,0,2,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
60806,2,23,1,0,0,4,0,3,0,11,0,0,0,0,4,0,0,0,20,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60807,24,341,4696,60,0,103,236,63,194,12,8,0,0,14526,128,0,32,104,27,0,30,0,0,0,96,174,8,4,108,170,0,8,60,72,0,16,80,4,228,8,0,28,28,0,0,20,12,0,8,0,0,0,4,4294,8,0,76,400,0
60808,4,56,4,0,0,8,0,4,4,4,0,0,0,0,16,0,0,4,4,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
60818,9,167,192,218,4314,39,26,20,129,31,104,0,0,0,42,0,45,61,20,0,0,22,73,7,36,8,13,0,31,9,0,3,0,34,2,4,0,0,0,1,0,11,10,0,0,22,20,0,20,0,0,1,1,0,5,0,44,11,0
60824,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
60825,2251,267,120,217,0,507,21,353,132,9,7,0,0,0,63,0,94,135,30,0,0,95,9,116,39,6,13,59,22,6,1,1,38,1,1,40,0,0,0,4,0,1,5,0,0,13,10,14,8,0,0,1,1,0,4,0,1,0,2
60827,16,34,137,1,0,42,836,28,48,4,1,0,0,10,7,0,3,14,8,0,30,0,0,0,29,6,2,0,31,12,0,1,1,50,0,1,0,1,0,4,0,23,2,0,0,4,2,0,2,0,0,0,2,1113,0,0,11,1,0
60828,155,39,206,10,0,97,0,61,93,2,2,0,2,0,64,3,24,23,2,0,0,16,0,18,28,0,40,5,21,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,10,10,2,3,0,0,0,1,0,2,0,60,0,0
60844,0,8,41,2,0,0,0,0,4,0,0,0,0,0,34,0,1,1,0,0,0,3,1,0,2,0,4,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
60851,0,1,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60868,0,1242,418,1302,0,4,0,2,3025,8,4,408,0,2,10,0,10,4,10,0,0,4,0,0,28,0,0,0,0,0,0,2,0,2,0,0,2,0,581,8,78,0,2,0,12,382,374,0,378,0,0,2,0,1113,17,256,4,0,0
60869,11,43,648,0,0,10,29,42,21,5,1,0,0,1,16,0,9,7,6,0,0,1,0,0,23,7,2,2,0,4,0,2,0,2,0,2,0,1,0,2,0,0,2,0,0,3,3,0,0,0,0,1,0,1086,0,0,19,0,0
60870,14,51,643,1,0,38,19,28,24,5,1,0,0,0,7,0,6,7,9,0,2,0,0,0,24,9,0,1,31,8,0,2,0,63,0,2,0,1,0,2,0,5,2,0,0,5,3,0,2,0,0,0,1,1122,0,0,19,0,0
60871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60872,32,260,2636,0,0,36,0,56,133,8,4,0,0,0,76,0,96,39,8,0,0,44,0,0,112,0,8,4,0,0,0,8,0,8,0,12,0,4,0,36,0,0,16,0,44,12,12,0,0,0,0,0,0,4406,4,0,76,0,0
60892,29,60,142,11,0,39,0,21,83,15,0,0,7,0,25,8,16,14,24,0,0,13,0,11,18,0,8,10,58,0,0,3,0,0,0,0,0,1,0,0,0,5,0,0,0,7,7,4,2,0,0,0,0,0,3,0,36,0,0
60894,777,2240,816,8477,0,852,1223,593,2109,63,5110,0,0,52,364,0,1358,1431,173,0,7,21,3794,14,236,223,910,532,413,188,0,0,7,224,56,7,0,0,0,28,1497,117,12,0,0,105,63,84,84,0,0,14,14,0,28,0,0,14,245
60900,30,107,502,14,0,56,117,25,96,19,0,0,1,0,158,32,28,7,15,0,60,4,0,6,45,1,40,11,57,4,0,3,4,16,11,12,0,1,0,0,0,7,0,0,0,12,10,5,8,0,0,0,1,0,5,0,14,0,0
60905,4,40,154,1,0,20,87,5,15,11,0,0,23,920,15,23,2,2,7,0,7,3,0,7,23,25,2,0,4,26,0,0,0,16,1,0,0,0,0,0,0,62,0,0,0,4,2,0,2,0,0,0,1,0,2,0,0,0,0
60906,0,0,8,0,0,0,0,2,2,0,0,0,0,0,6,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60918,62,1158,242,5,0,52,0,67,48,13,31,1,2,0,18,0,118,25,54,5,0,56,140,1697,26,0,20,11,2,0,0,4,94,28,0,857,1,0,16,9,0,0,14,18,121,93,93,39,89,0,0,0,0,0,5,0,6,0,4
60922,966,520,3636,12,0,1386,491,1425,160,786,6,0,12,7,75,0,45,47,117,45,18,15,6,6,405,1415,42,743,135,1430,0,9,0,831,0,54,3,3,60,36,0,33,387,0,0,33,27,0,15,36,0,0,30,3104,30,0,315,3,24
60929,288,360,612,278,85,285,6,345,290,28,106,6,4,1,177,0,108,55,54,0,0,30,12,2,120,3,83,56,83,6,407,0,0,52,1,19,0,0,67,20,0,188,178,0,0,33,18,4,15,118,0,0,3,0,13,0,15,0,3
60983,17,72,72,1,0,56,814,27,22,3,0,0,0,52,7,0,1,12,7,0,70,2,0,0,8,8,11,7,50,10,0,0,0,48,0,0,0,0,0,0,0,21,0,0,0,3,1,0,2,0,0,4,1,0,0,0,0,0,0
60992,8,48,21,0,0,9,0,10,14,3,0,0,0,0,6,0,9,4,4,0,0,6,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0
61005,0,48,73,0,0,0,0,0,0,5,0,0,7,0,9,7,16,0,1,0,0,6,0,0,10,0,1,0,0,0,0,0,0,0,1,0,2,0,0,4,0,1,0,0,0,15,15,0,14,0,0,0,0,0,0,0,0,0,0
61007,12,141,66,0,0,15,0,12,12,3,0,0,0,0,27,0,48,0,3,0,0,6,0,0,6,0,3,0,0,0,0,0,0,0,3,0,6,0,0,12,0,3,6,0,381,45,45,0,42,0,0,0,0,0,3,0,0,0,0
61028,36,962,586,316,17938,118,88,70,557,24,136,0,0,0,176,0,316,346,50,0,0,8,352,16,120,20,316,0,108,24,0,4,108,8,0,56,0,0,0,12,0,32,12,0,0,240,232,0,236,0,0,4,4,0,16,0,112,44,0
61031,0,3,3,0,0,2,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
61053,0,0,33,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61066,8,33,26,0,0,10,0,10,14,5,0,0,0,0,2,0,4,3,6,0,0,3,0,0,21,0,2,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,2,1,1,0,0,0,0,0,0,0,2,0,0,0,0
61094,0,30,36,0,0,0,0,0,10,2,0,0,0,0,32,0,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
61095,167,35,42,4,0,95,0,65,19,4,0,0,0,0,4,0,9,4,8,5,0,22,0,4,14,0,0,1,0,0,0,1,3,1,1,1,0,1,0,0,0,1,2,0,0,5,3,4,1,0,0,0,0,0,1,0,0,0,1
61102,6,36,1240,6,0,8,8,14,49,8,6,0,0,2,2,0,6,10,10,0,0,4,0,0,140,0,4,0,0,0,0,2,6,6,2,0,105,0,0,12,0,2,10,0,0,0,0,0,0,0,0,0,0,0,8,0,10,2,0
61103,84,2406,687,4,0,112,0,172,58,88,1556,466,8,0,44,0,168,12,184,35,0,16,0,332,95,8,16,496,0,0,0,4,716,128,0,28,0,0,64,47,0,0,12,4,0,12,12,0,24,0,0,0,470,0,337,0,0,0,8
61104,1066,814,919,42,0,1324,1396,894,164,295,0,899,304,304,63,218,61,36,47,0,1595,118,0,14,240,110,68,58,48,2,0,0,16,0,4,36,0,2,0,52,0,151,24,0,0,68,32,64,48,0,0,2172,2,0,66,0,8,0,41
61112,142,170,145,145,0,105,158,71,41,124,3,0,0,531,26,0,21,18,92,0,68,10,17,1,41,38,17,9,27,31,0,0,1,28,1,1,0,1,3,1,0,7,11,0,0,26,15,18,16,0,0,0,2,0,8,0,6,96,4
61114,1225,637,92,115,0,754,481,681,43,621,103,203,307,72,5,208,200,9,44,0,321,155,11,78,31,6,12,11,31,8,0,1,7,17,1,0,0,0,0,14,0,8,4,0,0,29,10,44,25,0,0,470,3,0,25,0,0,0,21
61118,214,637,204,1786,0,225,346,157,628,18,1088,0,0,17,104,0,386,344,49,0,2,6,1082,4,66,62,256,150,110,52,0,0,2,0,16,2,0,0,0,8,408,34,4,0,0,28,16,24,24,0,0,4,4,0,8,0,0,4,70
61120,3,6,51,2,0,3,18,4,7,0,0,0,0,0,32,0,1,1,1,0,0,2,1,0,4,0,2,4,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12,0,0
61123,183,84,419,10,0,128,1681,63,755,6,0,0,1,1,99,6,51,454,4,0,0,40,0,2,47,1,76,33,22,2,0,1,16,0,0,18,0,0,0,2,0,4,2,0,0,29,27,2,19,0,0,0,1,0,2,0,22,0,0
61129,3,18,37,10,0,9,27,9,26,2,0,0,0,0,13,0,4,12,4,0,0,1,0,0,3,14,0,1,4,14,0,0,9,32,0,0,0,0,0,0,0,2,2,0,0,3,3,0,1,0,0,0,0,0,0,0,0,0,0
61130,2640,2305,1658,940,0,1219,4041,875,207,1112,234,209,1909,826,294,1184,239,41,343,30,642,334,60,188,303,171,249,147,87,153,0,0,6,153,9,18,0,1,48,26,0,279,27,0,0,170,66,221,125,0,0,214,9,0,148,0,18,0,88
61139,765,421,252,6,0,718,965,523,72,123,2,455,122,183,67,91,35,15,14,0,827,61,2,0,54,56,28,29,24,0,0,0,6,0,2,10,0,3,0,17,0,79,4,0,0,42,20,40,26,0,0,1090,2,0,30,0,0,0,20
61144,2253,231,70,273,0,508,31,355,130,9,6,0,0,0,20,0,64,125,32,0,0,94,10,112,33,5,9,13,27,11,1,1,38,1,1,9,0,0,0,1,0,6,5,0,0,15,11,14,9,0,0,3,1,0,4,0,1,0,2
61147,8,244,2620,32,0,28,668,32,124,36,4,0,0,4,24,0,52,32,48,0,0,0,84,0,212,16,8,4,16,40,0,12,28,140,0,8,0,4,0,36,0,8,12,0,0,16,16,0,0,0,0,0,0,4457,16,0,76,4,0
61148,0,105,1965,0,0,0,0,12,21,3,3,0,0,0,9,0,15,15,3,0,0,3,0,0,57,0,3,3,0,0,0,6,0,6,0,6,0,3,0,9,0,0,12,0,0,6,6,0,0,0,0,0,0,3302,0,0,57,0,0
61149,42,146,1330,46,0,61,95,58,162,3,2,0,2,2813,35,0,8,57,12,10,2,0,0,0,37,65,6,4,29,64,0,2,46,42,0,14,16,1,60,10,0,7,9,0,0,5,3,0,2,0,0,0,1,1100,5,0,28,96,4
