file_id,apiapi_1,apiapi_2,apiapi_3,apiapi_4,apiapi_5,apiapi_6,apiapi_7,apiapi_8,apiapi_9,apiapi_10,apiapi_11,apiapi_12,apiapi_13,apiapi_14,apiapi_15,apiapi_16,apiapi_17,apiapi_18,apiapi_19,apiapi_20,apiapi_21,apiapi_22,apiapi_23,apiapi_24,apiapi_25,apiapi_26,apiapi_27,apiapi_28,apiapi_29,apiapi_30,apiapi_31,apiapi_32,apiapi_33,apiapi_34,apiapi_35,apiapi_36,apiapi_37,apiapi_38,apiapi_39,apiapi_40,apiapi_41,apiapi_42,apiapi_43,apiapi_44,apiapi_45,apiapi_46,apiapi_47,apiapi_48,apiapi_49,apiapi_50,apiapi_51,apiapi_52,apiapi_53,apiapi_54,apiapi_55,apiapi_56,apiapi_57,apiapi_58,apiapi_59,apiapi_60,apiapi_61,apiapi_62,apiapi_63,apiapi_64,apiapi_65,apiapi_66,apiapi_67,apiapi_68,apiapi_69,apiapi_70,apiapi_71,apiapi_72,apiapi_73,apiapi_74,apiapi_75,apiapi_76,apiapi_77,apiapi_78,apiapi_79,apiapi_80,apiapi_81,apiapi_82,apiapi_83,apiapi_84,apiapi_85,apiapi_86,apiapi_87,apiapi_88,apiapi_89,apiapi_90,apiapi_91,apiapi_92,apiapi_93
62923,81,20,28,22,80,8,0,35,36,0,3,0,13,16,44,6,37,0,4,25,0,0,0,0,16,11,0,22,0,0,0,7,5,0,0,0,2,4,7,13,34,0,0,0,4,4,1,2,2,3,5,3,5,0,0,3,0,0,0,0,0,5,0,0,1,0,0,0,0,0,3,0,0,2,0,0,0,0,4,0,0,0,3,2,0,0,0,0,0,0,0,0,1
62939,3,0,0,0,3,2,0,0,1,0,0,0,0,2,3,0,1,1,1,2,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62955,90,21,42,24,102,17,0,75,21,0,3,0,14,27,55,4,23,0,5,34,0,0,0,0,32,8,0,13,0,0,0,11,8,0,0,0,6,2,11,14,71,0,0,0,10,4,1,2,2,13,5,3,11,0,0,2,0,0,0,0,0,4,0,0,1,0,0,0,0,0,2,0,0,2,0,0,0,0,4,0,0,0,3,2,0,0,0,0,0,0,0,0,2
62983,3,0,0,0,3,2,0,0,1,0,0,0,0,2,3,0,1,1,1,2,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62989,201,195,323,345,36,192,1,96,8,0,0,147,0,61,5,38,22,7,71,18,3,0,0,0,9,64,3,18,0,0,38,11,0,1,1,38,7,1,9,5,0,0,8,4,0,14,2,16,0,1,1,1,1,1,0,0,0,0,0,4,0,4,0,0,0,0,2,0,0,0,0,2,0,4,0,0,0,16,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0
62998,9,6,9,19,21,0,7,7,3,0,0,0,0,4,14,2,3,0,1,6,6,0,0,0,1,0,4,1,0,1,2,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,0,0,0,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63006,2389,192,139,206,441,10,0,104,20,0,6,85,0,322,43,52,108,363,166,68,0,13,0,25,44,2882,0,24,0,0,4,260,6,0,132,263,249,0,260,1908,0,0,0,44,12,0,0,6,0,2,0,0,0,24,3,11,43,37,0,0,0,13,303,0,6,29,4,0,0,36,52,11,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,39,0,0,0,0
63007,2117,103,163,106,340,352,266,543,43,0,25,190,27,462,61,376,65,385,34,55,153,0,0,0,20,2152,0,171,0,0,28,156,122,0,0,0,139,18,156,1442,142,0,0,8,75,9,151,6,8,11,0,8,3,3,0,4,0,0,0,0,0,20,0,0,0,0,0,0,0,0,15,0,0,22,0,94,145,0,18,0,24,0,7,0,0,0,0,0,3,0,0,0,3
63008,198,10,66,28,896,154,96,320,6,0,0,80,0,94,86,115,12,0,0,39,102,0,31,0,8,0,98,2,0,78,78,12,54,0,36,154,4,14,8,14,2,0,0,14,46,0,8,4,0,0,0,4,0,4,0,2,0,0,8,0,2095,0,0,0,8,0,2,0,0,0,0,0,0,6,2,12,0,0,8,0,0,0,0,0,0,0,0,0,0,542,0,73,4
63038,310,66,155,186,329,26,47,130,169,0,76,0,178,31,168,12,39,13,7,103,39,0,2,2,51,16,41,38,0,0,0,21,10,0,82,4,8,5,18,26,77,8,0,68,9,6,1,5,2,18,0,3,16,7,1,6,0,19,1,0,0,14,3,0,0,4,0,7,0,0,1,5,0,5,10,0,0,2,19,0,0,0,4,36,9,0,0,2,5,0,0,0,0
63054,3,0,0,0,3,2,0,0,1,0,0,0,0,1,3,0,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63069,124,0,0,0,119,14,0,41,53,0,11,0,62,21,75,4,27,0,4,33,0,1,0,0,31,16,0,27,0,0,0,7,0,0,0,0,2,1,7,18,78,0,0,0,9,4,1,2,0,8,6,3,20,1,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,4,0,0,0,3,5,0,0,0,0,0,0,0,0,1
63087,3,0,0,0,2,0,0,0,2,0,3,0,3,0,1,0,0,0,3,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63098,5,2,2,2,14,0,0,5,1,0,0,0,0,0,13,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63105,109,181,257,221,87,5,4,145,5,0,0,0,0,16,27,125,10,0,12,26,4,0,0,0,16,10,5,7,0,0,4,12,33,1,4,3,4,3,5,5,4,1,20,5,0,4,0,5,4,0,0,0,0,4,0,2,0,0,2,2,0,9,0,0,4,0,0,0,0,0,0,4,0,2,1,1,1,6,28,0,4,0,1,0,0,0,0,0,0,0,0,0,0
63111,55,53,74,54,228,12,0,40,4,0,0,2,3,32,187,7,3,12,10,31,0,0,0,0,65,2,0,14,0,0,4,15,9,0,0,0,10,1,15,16,41,0,0,2,9,2,1,2,2,9,0,1,0,5,0,2,0,0,0,0,0,1,0,0,2,1,1,0,0,0,10,0,0,2,1,0,0,1,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0
63130,360,1444,936,668,440,349,0,197,14,0,0,190,0,121,90,135,51,19,163,32,4,0,0,0,16,90,4,30,0,0,68,20,0,0,2,70,12,2,17,12,0,0,116,9,0,28,4,32,0,2,2,2,2,3,0,0,0,0,0,8,0,6,0,0,0,0,4,0,0,0,0,4,0,14,0,0,0,33,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0
63134,159,30,113,27,211,25,0,74,45,0,12,0,25,39,114,10,40,0,4,61,6,0,0,0,67,32,0,86,0,0,0,9,5,0,0,0,2,14,9,32,192,0,0,0,28,4,7,2,2,17,8,3,48,0,0,4,0,0,0,0,0,5,0,0,2,0,0,0,0,0,2,0,0,2,0,0,6,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,6
63136,5,0,0,0,3,0,0,3,1,0,0,0,0,2,1,1,1,0,0,3,4,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63138,21,6,32,19,54,1,9,7,5,0,0,0,0,2,33,2,10,0,1,14,14,0,0,0,1,0,12,0,0,1,2,6,21,1,5,0,2,3,4,0,0,0,0,3,1,1,2,1,1,0,0,1,0,5,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
63139,1007,1353,1900,1272,1424,61,1253,176,279,0,250,4,191,80,75,84,76,0,120,278,150,890,1488,0,116,4,41,100,0,337,28,107,112,1906,10,19,75,171,50,76,6,4,20,38,68,77,2,44,42,68,0,7,4,82,0,3,0,0,4,0,4329,87,0,0,53,56,8,0,0,5,19,48,0,42,0,109,109,61,78,0,37,0,13,1,0,0,0,0,4,0,0,0,8
63140,193,120,123,150,244,0,37,165,0,0,8,0,0,26,19,111,22,0,1,84,34,30,0,25,18,0,3,2,0,0,0,16,8,0,102,17,14,0,16,20,6,0,0,10,0,0,0,8,0,19,0,0,0,32,0,7,0,46,0,0,0,19,0,0,0,32,0,0,1,0,0,16,0,1,0,34,34,0,5,0,0,0,0,0,4,0,0,12,52,0,0,0,0
63141,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63152,2,0,0,0,6,0,0,0,1,0,0,0,0,0,1,0,1,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63166,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63169,7,0,0,0,1,0,0,2,4,0,6,0,6,0,1,1,2,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63172,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63179,3,0,0,1,1,0,0,0,2,0,2,0,2,0,0,0,0,0,4,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63182,5,4,8,28,21,0,7,7,3,0,0,0,0,2,14,2,3,0,1,6,6,0,0,0,1,0,4,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63185,73,70,101,67,177,2,53,121,8,0,29,0,28,31,63,26,4,0,18,48,1,0,53,0,67,20,3,17,0,76,19,22,10,0,1,4,13,3,20,0,48,25,0,2,19,2,3,2,2,14,0,1,0,1,0,3,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,3,2,0,0,0,3,0,0,0,2,20,0,0,0,0,0,0,0,0,0
63194,106,197,148,76,341,12,53,170,25,0,37,0,38,31,74,50,23,0,32,70,20,30,0,5,51,18,17,22,748,0,17,20,20,1,3,2,7,34,16,0,84,0,0,2,60,5,7,4,35,7,0,5,0,2,0,5,0,0,0,1,0,7,0,0,0,2,0,0,0,0,0,0,0,3,2,3,4,1,4,0,0,0,2,20,0,0,0,0,0,0,0,0,0
63198,3,0,0,0,3,2,0,0,1,0,0,0,0,1,3,0,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63218,1573,212,299,269,164,3,104,121,11,0,2,0,0,7,43,7,31,0,0,141,42,4,87,0,1,0,64,0,0,1452,16,13,79,0,68,12,8,22,3,0,3,16,0,16,6,0,0,4,15,0,0,4,9,22,0,3,0,0,2,3,0,6,0,0,0,0,0,0,0,0,1,4,0,3,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,5,0
63219,6,1,1,1,1,0,0,1,1,0,0,0,0,0,3,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63227,26,0,0,0,2,0,0,3,16,0,0,4,0,5,4,4,16,0,5,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63230,1126,221,722,550,1682,2563,1546,482,422,89,267,2235,184,430,415,88,338,368,42,172,102,335,688,2,20,147,47,187,0,129,182,69,120,463,183,90,42,235,58,24,19,23,8,254,68,13,11,58,278,130,0,2,9,44,0,8,1,35,3,5,0,15,13,0,0,37,31,165,0,0,24,37,0,28,3,64,56,52,18,0,0,0,1,0,0,0,0,0,0,0,0,0,3
63256,67,130,211,245,111,14,119,60,12,0,0,0,0,14,20,8,18,13,2,51,61,0,59,3,3,0,46,11,0,1,10,10,33,1,104,9,2,2,7,8,3,0,0,85,0,1,1,3,2,4,0,1,0,10,1,2,0,6,2,1,0,8,3,0,0,7,0,11,0,0,1,3,0,2,10,0,0,1,14,0,0,0,2,0,9,0,0,0,4,2,0,0,1
63258,77,18,39,20,98,11,0,37,16,0,0,0,8,20,61,3,19,0,4,27,0,0,0,0,24,9,0,13,0,0,0,6,5,0,0,0,2,0,6,15,75,0,0,0,10,4,0,1,2,10,0,3,14,0,0,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,4,0,0,0,3,2,0,0,0,0,0,0,0,0,0
63261,18,0,1,1,1,0,0,3,4,0,0,0,0,0,2,1,4,0,1,1,0,0,0,0,0,0,0,0,0,0,13,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
63267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
63268,1891,24,36,44,73,293,248,303,1,0,0,175,0,388,5,309,1,346,5,17,137,0,0,0,0,1880,0,130,0,0,2,130,0,0,0,0,125,3,130,1336,0,0,0,4,0,0,124,0,0,2,10,0,3,4,0,0,0,0,0,0,0,12,0,0,3,0,0,0,0,0,5,0,0,18,0,86,129,0,7,0,20,0,0,0,0,0,0,0,2,0,0,0,0
63269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
63270,8,0,1,1,21,18,2,4,1,0,0,18,0,5,7,2,1,1,1,14,14,0,0,0,2,0,15,1,0,0,0,2,0,0,1,0,0,0,2,0,2,0,0,3,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
63276,14,2,4,5,13,0,0,1,5,0,0,0,0,2,3,1,5,0,1,9,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,4,59,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,3,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,59,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63282,81,20,28,22,83,10,0,55,36,0,3,0,13,16,50,3,37,0,4,23,0,0,0,0,14,11,0,21,0,0,0,7,8,0,0,0,2,3,7,13,34,0,0,0,4,4,1,2,2,3,5,3,5,0,0,3,0,0,0,0,0,4,0,0,1,0,0,0,0,0,3,0,0,2,0,0,0,0,4,0,0,0,3,2,0,0,0,0,0,0,0,0,2
63283,4,0,0,0,2,0,0,1,1,0,0,3,0,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63286,3,0,0,0,3,2,0,0,1,0,0,0,0,1,3,0,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63289,23,7,46,26,30,1,8,9,5,0,0,0,2,1,8,1,17,0,0,12,11,0,0,0,5,0,12,1,0,0,0,6,21,3,2,0,2,3,1,0,1,2,0,0,5,0,3,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
63300,79,27,48,18,485,14,0,102,7,0,0,1,0,23,66,21,7,0,3,45,2,0,0,9,29,6,1,9,0,0,0,8,57,0,3,0,0,0,8,9,103,0,0,3,314,6,0,2,3,4,0,4,11,2,0,2,0,0,0,0,1075,3,0,0,4,0,1,0,0,0,0,0,0,4,0,3,0,0,7,0,0,0,3,0,0,0,0,0,0,0,0,0,300
63301,6,0,0,0,1,0,0,0,3,0,0,0,0,1,4,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63305,109,995,1001,925,80,18,175,43,2,0,0,21,0,21,14,16,3,18,0,48,27,862,250,0,6,0,25,2,0,1357,0,2,0,0,2,0,0,0,0,28,2,0,0,5,0,2,1,1,0,18,0,0,0,3,0,6,0,0,9,0,0,19,0,0,0,501,0,0,0,0,21,0,0,3,1295,2,0,0,2,0,0,0,3,0,0,0,0,0,0,4,0,19,4
63306,300,169,75,98,885,3,35,96,30,0,0,3,0,24,23,36,39,0,3,62,16,0,0,0,12,0,28,7,0,3,6,22,12,0,112,0,8,0,19,19,0,0,0,16,53,3,9,0,123,0,0,10,0,23,0,0,0,0,0,3,391,13,0,0,22,0,4,0,0,0,9,3,0,15,0,0,0,2,10,0,0,0,3,0,4,0,0,0,0,3,0,0,4
63308,2,0,0,0,4,2,0,0,0,0,0,0,0,1,3,0,0,1,2,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63319,1,0,0,0,1,0,0,3,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63320,14,0,2,0,1,0,0,3,6,0,2,6,2,6,3,3,5,6,1,1,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,3,0,4,0,1,0,0,0,0,0,2,1,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,1,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
63323,8,1,3,4,13,0,0,0,6,0,0,0,0,0,2,0,6,0,1,3,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,1,0,1,0,0,3,2,0,1,0,0,0,0,2,0,0,0,0,0,4,1,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
63335,43,0,0,0,20,0,0,10,28,0,0,2,17,2,2,3,22,0,7,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,4,0,0,0,2,0,0,2,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,1,2,0,0,0,0,0,0,0,0,0
63361,934,2329,768,628,258,205,970,183,194,0,691,6,465,196,40,61,54,22,249,40,50,24,265,0,23,186,38,23,0,43,47,50,58,42,39,46,20,13,44,5,1,32,251,15,6,66,17,64,41,42,1,1,2,11,0,0,2,0,0,25,0,21,0,0,3,0,1,0,0,0,6,28,0,9,2,11,9,56,35,0,8,0,0,0,0,0,0,0,0,57,0,0,0
63384,21,0,0,1,6,0,3,11,11,0,0,0,0,1,4,3,13,0,2,12,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,3,0,1,0,0,0,0,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63388,808,116,126,65,673,63,109,135,384,188,72,20,434,77,218,64,66,38,40,153,26,300,0,2347,17,2,19,51,0,0,29,21,43,1,1,1,15,201,16,17,53,43,0,3,8,3,1,14,3,21,0,3,4,36,0,12,0,170,5,0,0,17,0,0,0,1,6,0,0,0,9,0,0,25,2,8,4,11,12,0,0,0,9,124,0,0,0,0,0,0,0,0,0
63393,7,0,1,1,6,0,0,1,5,0,0,0,0,0,1,0,5,0,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
63396,369,140,103,67,140,283,876,86,171,0,295,3,263,45,45,26,14,17,38,41,67,252,632,0,29,11,29,17,0,628,0,32,27,458,28,0,16,7,21,1,1,49,11,10,6,29,7,12,0,13,0,0,1,13,0,2,1,0,0,2,0,20,0,0,0,0,0,0,0,0,0,19,0,2,4,39,37,17,14,0,0,0,0,0,0,0,0,0,0,57,0,0,0
63405,3,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63406,1660,163,196,94,1147,66,207,233,973,745,81,10,847,115,352,146,106,31,140,250,43,644,0,2864,29,10,37,119,0,0,96,38,72,2,1,2,32,215,25,46,78,107,0,5,10,4,2,28,3,32,0,4,2,61,0,21,0,314,10,0,0,37,0,0,0,2,4,0,0,0,0,0,0,21,4,8,8,22,12,0,0,0,17,154,0,0,0,0,0,0,0,0,0
63408,6,1,1,1,1,0,0,1,1,0,0,0,0,0,3,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63409,5,0,0,1,23,18,2,2,0,0,0,18,0,4,10,0,0,1,1,14,14,0,0,0,2,0,15,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
63434,174,248,293,192,183,116,69,58,114,0,0,107,5,25,48,34,80,71,17,30,37,150,33,0,26,15,36,0,0,562,21,14,39,153,24,10,7,28,8,3,1,0,2,7,14,3,18,5,6,0,1,0,0,7,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,4,1,3,0,7,4,0,8,0,2,0,0,0,0,0,0,179,0,85,0
63442,0,0,0,0,7,0,0,4,0,0,0,0,0,0,7,1,0,0,1,1,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63450,12,4,5,7,43,1,0,14,7,0,0,0,0,3,33,4,7,0,3,14,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,1,0,1,0,0,3,1,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,2,0,0,2,3,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
63480,49,23,39,26,50,5,0,46,9,0,9,0,10,14,19,11,5,0,11,23,0,0,0,0,16,11,0,8,0,0,11,5,12,0,0,0,2,0,5,0,53,0,0,1,7,4,1,1,2,5,0,3,0,0,0,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0
