file_id,apiapi_1,apiapi_2,apiapi_3,apiapi_4,apiapi_5,apiapi_6,apiapi_7,apiapi_8,apiapi_9,apiapi_10,apiapi_11,apiapi_12,apiapi_13,apiapi_14,apiapi_15,apiapi_16,apiapi_17,apiapi_18,apiapi_19,apiapi_20,apiapi_21,apiapi_22,apiapi_23,apiapi_24,apiapi_25,apiapi_26,apiapi_27,apiapi_28,apiapi_29,apiapi_30,apiapi_31,apiapi_32,apiapi_33,apiapi_34,apiapi_35,apiapi_36,apiapi_37,apiapi_38,apiapi_39,apiapi_40,apiapi_41,apiapi_42,apiapi_43,apiapi_44,apiapi_45,apiapi_46,apiapi_47,apiapi_48,apiapi_49,apiapi_50,apiapi_51,apiapi_52,apiapi_53,apiapi_54,apiapi_55,apiapi_56,apiapi_57,apiapi_58
49150,22,1,6,5,28,1,31,9,6,0,27,0,27,2,2,3,6,0,3,7,17,0,7,0,0,0,14,0,0,0,0,0,0,0,0,2,0,0,0,0,0,5,0,0,0,0,0,4,1,0,0,2,0,0,2,1,0,0
49166,3,1,5,3,8,2,1,0,1,0,2,0,1,2,7,0,0,1,1,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
49169,135,14,61,36,598,2,26,48,11,0,0,2,0,18,13,19,18,0,0,44,14,0,14,0,4,0,18,3,0,7,0,0,6,0,6,102,5,0,0,0,6,12,0,0,0,0,13,14,2,0,0,4,83,0,10,62,0,39
49170,6,1,1,1,1,0,0,1,1,0,0,0,0,0,3,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0
49174,25,23,53,56,30,1,16,12,1,0,0,0,0,3,19,1,5,0,0,14,304,38,156,0,3,0,305,1,0,38,0,0,0,0,4,10,6,1,5,0,7,4,1,0,0,43,0,5,1,2,0,2,0,0,2,21,1,0
49200,834,103,98,54,564,7,90,147,434,152,822,0,485,39,94,56,73,6,74,128,18,373,0,5,11,30,17,26,2552,0,0,1,4,0,0,48,23,0,10,0,0,197,4,0,0,1,0,23,2,120,14,16,0,0,16,21,0,44
49201,3,0,0,0,3,2,0,0,1,0,0,0,0,1,3,0,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
49203,3,4,6,4,6,0,0,3,1,0,0,1,0,0,5,1,1,0,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
49208,5,0,3,0,14,1,1,7,2,0,0,0,0,3,14,1,2,0,2,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,0,0,0,0,0,2,0,0,0
49217,19,1,2,1,14,0,5,11,11,0,0,2,0,3,5,3,13,2,4,14,4,0,0,0,1,0,3,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
49226,25,109,150,125,67,3,0,16,1,0,0,0,0,0,7,3,3,1,9,42,0,0,0,0,12,0,0,9,0,0,0,4,0,0,3,0,1,0,0,0,5,1,3,0,0,1,1,10,0,0,1,3,0,0,5,12,1,1
49227,88,32,107,75,167,3,61,27,11,0,0,0,0,4,19,4,18,0,0,20,37,0,59,0,2,0,37,0,0,108,0,0,1,1,0,72,3,0,0,0,4,10,0,0,0,0,0,8,3,0,11,4,0,0,4,63,0,0
49228,1,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49233,15,3,24,12,15,0,7,11,3,0,0,0,0,1,12,4,5,0,0,4,24,0,10,0,2,0,24,0,0,13,0,0,0,0,0,2,0,0,0,0,3,2,0,0,0,0,0,3,1,0,2,2,0,0,1,20,0,0
49234,132,34,62,59,162,49,124,29,10,0,2,1,0,7,23,9,23,74,2,37,12,0,27,10,4,0,12,2,0,0,0,1,0,0,2,34,9,0,1,0,4,9,0,0,0,1,3,3,2,13,4,6,0,0,1,20,6,4
49235,110,46,57,90,109,0,0,19,3,0,6,3,0,3,14,3,21,0,0,48,3,0,0,15,12,0,0,0,0,0,0,0,0,0,0,43,24,0,2,0,5,0,0,0,0,0,9,0,0,24,10,11,0,0,0,0,12,0
49236,101,50,66,100,111,0,0,21,2,0,7,3,0,3,13,3,23,0,0,47,3,0,0,15,12,0,0,0,0,0,0,0,0,0,0,42,24,0,2,0,5,0,0,0,0,0,7,0,0,24,14,8,0,0,0,0,12,0
49241,50,22,38,25,50,5,0,45,9,0,9,0,10,14,19,10,5,0,11,23,0,0,0,0,16,11,0,8,0,0,0,0,3,0,0,0,0,0,2,0,1,0,4,0,0,0,0,5,0,0,4,2,0,0,5,11,0,7
49242,222,305,274,139,682,18,287,592,197,0,104,0,102,61,111,265,42,0,44,128,36,513,0,11,131,40,36,57,867,6,0,12,3,0,0,51,5,0,8,0,4,42,5,0,0,1,0,40,4,0,9,19,0,0,33,42,0,99
49247,22,1,6,4,29,1,9,7,6,0,22,0,22,3,3,4,5,0,4,13,13,0,0,0,0,0,14,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,1,0,5,1,0,0,2,0,0,3,1,0,0
49265,45,4,26,14,85,33,21,28,2,0,0,19,0,6,35,21,6,1,0,21,59,0,7,0,4,0,58,1,0,65,0,15,0,0,2,2,0,18,2,0,5,3,0,0,0,0,0,3,2,36,2,2,0,0,1,20,0,0
49266,1011,53,50,60,130,5,0,64,11,0,1,16,0,133,30,27,52,139,52,34,0,1,0,1,19,1139,0,11,0,0,0,94,0,0,809,6,14,1,6,0,11,0,0,0,0,0,6,93,0,13,7,89,0,0,93,2,6,6
49268,97,141,236,229,211,5,51,146,7,0,2,0,0,12,98,72,19,2,5,71,59,0,0,43,60,0,53,44,0,89,0,0,0,1,11,38,7,1,10,0,62,14,0,4,0,1,0,9,6,19,11,2,0,0,6,43,7,36
49269,216,197,343,355,65,44,4,110,8,0,0,0,3,58,21,104,24,4,76,20,2,0,0,0,13,43,3,0,0,0,1,39,1,0,14,3,1,0,0,0,4,2,14,0,0,3,0,14,1,0,4,9,0,0,10,21,0,1
49274,333,899,735,529,71,90,0,158,18,0,0,0,7,95,26,88,58,7,145,22,4,0,0,0,23,80,4,0,0,0,2,78,2,0,21,2,2,0,0,0,7,0,27,0,0,2,0,19,0,0,8,13,0,0,17,0,0,8
49279,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49291,3,0,0,0,223,0,0,0,1,0,0,0,0,0,224,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
49294,163,83,123,82,166,186,190,75,89,0,0,6,0,33,37,27,95,20,2,59,64,0,93,0,21,2,49,6,0,68,0,2,0,1,2,17,2,0,0,0,20,7,0,0,0,0,0,23,4,0,0,10,0,0,17,47,0,6
49305,19,3,23,9,22,2,3,7,1,0,0,0,0,6,16,1,3,2,2,8,22,0,0,0,7,0,23,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,6,1,0,0,2,0,0,4,20,0,0
49307,394,0,20,0,136,0,0,4,2,0,0,0,0,6,121,4,2,0,5,21,0,0,0,313,130,0,0,88,0,0,0,0,28,0,0,0,3,0,0,0,0,0,378,0,0,0,6,3,0,0,0,2,0,0,3,0,0,0
49312,167,25,43,28,156,11,0,71,78,0,82,0,72,19,35,12,34,0,29,69,1,1,0,0,34,20,0,20,2,0,0,0,3,0,0,0,7,0,5,0,1,0,4,0,0,0,0,8,0,29,7,2,0,0,8,10,0,8
49314,3594,2868,2390,2094,1925,2015,5569,1532,1082,0,1692,494,1125,709,181,671,457,912,348,399,863,7027,866,45,122,423,842,491,0,206,5,654,8,9,39,410,51,2,26,0,289,271,393,16,0,104,6,416,33,95,266,316,0,0,201,219,20,90
49316,247,101,147,102,32,0,2,18,7,0,0,0,0,5,24,1,7,0,3,7,0,0,0,0,13,110,0,19,0,0,0,94,0,1,5,0,5,0,0,0,2,1,0,0,0,1,9,4,0,0,5,6,0,0,4,12,0,0
49318,41,6,31,17,19,4,50,10,7,0,0,0,0,4,5,3,13,3,0,13,13,0,0,0,5,0,16,6,0,0,0,0,1,0,0,1,7,0,0,0,2,6,0,0,0,1,5,6,1,0,0,7,0,0,2,21,0,0
49326,3,0,0,0,1,0,0,0,1,0,0,0,0,0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
49327,113,219,278,284,717,0,37,58,268,0,1,4,0,13,22,19,29,0,10,121,551,0,4,11,23,0,549,259,0,3,0,1,2,0,6,95,15,1,4,0,60,12,0,1,0,0,1,6,4,19,12,3,1107,0,3,34,15,13
49328,1742,234,448,752,660,4,0,97,8,0,0,4,0,299,112,62,10,0,138,517,1,165,0,0,0,0,1,0,0,0,0,0,1,0,0,537,115,16,20,0,364,1,0,0,0,0,0,0,0,898,10,0,0,0,0,72,0,3
49329,258,16,55,37,927,54,138,134,7,0,0,29,0,52,84,75,14,15,0,52,116,2805,3,0,8,0,106,5,0,2350,0,48,6,0,42,38,5,9,5,0,16,14,0,0,0,0,12,12,2,15,0,4,2271,0,8,54,0,55
49332,11,4,9,28,30,0,15,8,7,0,0,0,0,4,14,2,7,0,1,11,9,0,0,0,1,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,2,0,0,0
49333,5,0,0,2,3,0,0,1,1,0,0,0,0,3,2,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,0,0,0
49336,9,1,2,2,8,0,0,0,1,0,0,0,0,1,6,0,1,0,2,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,1,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
49338,57,4,29,17,105,27,25,60,2,0,0,1,0,4,30,32,7,0,0,9,48,0,13,0,2,0,46,0,0,226,0,27,0,0,3,9,0,35,4,0,2,5,0,0,0,0,0,3,1,104,4,2,0,0,1,20,0,0
49342,75,22,49,25,54,10,0,65,13,0,9,0,10,19,24,3,14,0,11,24,0,0,0,0,18,14,0,12,0,0,0,0,3,0,0,0,0,0,2,0,1,1,4,0,0,0,0,7,0,0,3,2,0,0,7,10,0,11
49345,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49349,17,3,5,5,50,1,1,5,5,0,0,0,0,1,50,1,5,0,2,3,0,4,0,0,0,0,0,2,0,0,0,0,1,0,2,1,2,0,12,0,1,0,0,0,0,0,2,1,5,0,5,2,0,0,1,0,0,0
49355,18,5,27,13,22,1,5,10,6,0,0,0,0,4,4,1,6,0,0,8,5,1,0,0,3,0,7,3,0,0,0,0,0,0,0,2,1,0,0,0,2,2,0,0,0,3,0,6,1,0,2,2,0,0,4,21,0,3
49357,3,0,0,0,3,0,0,2,1,0,0,0,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,1,0,0,0,1,0,0,1,0,0,0
49369,10,5,9,12,16,0,8,6,1,0,0,0,0,1,12,1,2,0,0,5,25,2,0,0,4,0,24,1,0,2,0,0,0,0,4,1,0,1,1,0,6,0,1,0,1,0,0,2,0,0,3,0,0,0,1,0,0,0
49373,939,925,740,659,259,255,1604,75,637,0,389,246,259,169,44,28,69,53,263,77,64,30,267,0,43,97,55,94,6,168,0,29,4,2,6,54,10,0,0,0,17,41,135,0,0,89,6,191,3,23,126,177,0,0,45,58,14,6
49374,7,6,10,9,6,0,0,3,0,0,0,0,0,1,1,1,0,0,0,3,5,0,0,0,2,0,5,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0
49394,898,274,338,254,470,583,984,151,612,0,389,9,312,74,82,69,330,56,55,142,165,204,721,0,62,13,151,36,0,895,0,3,0,4,3,86,22,0,3,0,39,34,68,0,0,361,0,88,9,9,39,55,0,0,52,89,0,18
49398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49399,139,24,12,10,569,8,16,30,35,0,0,24,0,24,22,15,35,0,4,39,0,0,0,0,24,0,0,23,0,4,0,0,6,0,6,6,7,0,0,0,6,0,0,0,0,0,12,6,0,0,0,0,73,0,6,0,0,33
49408,3,0,0,0,3,2,0,0,1,0,0,0,0,2,3,0,1,1,1,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
49409,14,4,24,11,15,0,9,11,5,0,0,0,0,1,4,1,6,2,0,12,11,0,0,0,3,0,13,3,0,0,0,1,0,0,0,0,0,0,0,0,2,3,0,0,0,2,0,4,1,0,0,2,0,0,2,20,0,3
49412,0,0,0,0,2,0,0,3,0,0,0,0,0,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
49419,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
49423,0,0,0,0,28,0,0,5,0,0,0,0,0,0,28,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
49434,0,0,0,0,4,0,1,5,0,0,0,0,0,1,4,1,0,0,0,0,2,0,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49438,331,1328,820,614,62,176,0,153,12,0,0,0,4,105,25,117,49,3,145,16,2,0,0,0,16,211,2,2,0,0,4,71,1,0,8,1,2,0,0,0,4,0,25,0,0,1,0,18,0,0,7,13,0,0,16,0,0,1
49462,9,0,2,1,8,0,0,0,1,0,0,0,0,1,6,0,1,0,1,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,1,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
49474,3,0,0,0,3,2,0,0,1,0,0,0,0,1,3,0,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
49484,17,4,26,10,29,4,4,5,0,0,0,0,0,7,21,1,2,4,1,9,21,0,0,0,9,0,22,2,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,6,1,0,0,2,0,0,4,20,0,0
49485,213,200,349,358,64,51,8,99,8,0,0,7,0,75,20,42,24,9,70,24,7,0,0,0,9,62,6,25,0,0,1,38,1,1,5,4,1,0,0,0,5,3,14,0,0,1,0,16,1,0,4,11,0,0,12,21,0,1
49500,4,0,0,0,89,0,0,0,1,0,0,0,0,0,90,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0
49501,3,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
49505,403,410,651,436,615,20,588,54,121,0,89,2,82,31,28,36,29,0,32,105,54,278,629,0,38,2,0,36,0,171,0,6,2,2,29,2,32,0,1,0,12,32,34,0,0,688,22,40,0,0,37,30,2170,0,19,36,2,26
49506,20,4,26,14,41,0,6,6,5,0,0,0,0,1,33,2,9,0,1,11,8,0,0,0,1,0,6,0,0,1,0,0,1,0,0,3,5,0,0,0,3,2,1,0,0,1,0,5,1,0,4,2,0,0,3,20,0,1
49509,9,1,2,3,29,0,19,20,0,0,0,0,0,2,16,4,1,0,2,16,154,1,0,0,6,0,148,0,0,1,0,0,0,0,0,2,6,0,0,0,6,1,0,0,0,0,0,2,0,0,2,0,0,0,2,0,0,0
49531,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
49536,52,0,2,0,10,0,0,14,16,0,37,0,37,1,2,0,8,0,4,6,0,1857,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,2,1,0,0,0,0,0,0,0,1,0,0,8,0,0,0,1,0,0,0
49563,1,0,0,0,2,0,1,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49564,5,0,1,1,53,1915,3,8,0,0,0,18,0,5,7,1,0,1898,0,47,14,0,0,0,3,0,15,1,0,1,0,0,0,0,1,1,0,0,0,0,3,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1
49566,4,0,0,0,2,0,0,4,2,0,0,0,0,1,1,1,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,1,0,0,0,1,0,0,1,0,0,0
49571,0,0,0,0,10,0,0,0,0,0,0,0,0,0,5,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49573,3,0,0,0,1,0,0,2,1,0,0,0,0,0,2,1,1,0,1,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
49574,772,151,138,123,327,1,62,94,12,0,5,1,0,257,14,22,32,0,1,95,26,1,147,2,7,0,34,2,0,219,0,1,3,0,9,43,12,0,11,36,8,7,1,0,0,2,4,9,1,13,9,2,1101,0,6,33,4,17
49591,540,772,990,881,939,55,2153,302,162,0,22,71,0,80,74,22,125,97,26,209,358,0,91,25,125,9,332,212,0,1,1,26,3,3,19,263,27,1,16,0,160,175,36,15,0,1,0,61,22,51,55,26,0,0,41,83,11,49
49593,13,5,6,10,14,0,0,11,5,0,0,0,0,0,0,5,5,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,3,0,0,0,6,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0
49599,3,0,0,0,3,2,0,0,1,0,0,0,0,2,3,0,1,1,1,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
49620,167,49,86,73,416,84,226,196,31,0,4,29,0,31,211,39,46,1,26,54,113,0,34,0,4,0,92,7,0,693,0,28,0,0,17,48,6,62,20,0,19,17,0,0,0,0,0,7,4,186,13,6,0,0,1,39,0,1
49623,49,16,26,19,52,3,0,40,13,0,7,0,8,14,24,5,14,0,9,18,0,0,0,0,8,9,0,7,0,0,0,0,3,0,0,0,0,0,2,0,0,1,4,0,0,0,0,7,0,0,3,2,0,0,7,10,0,5
49630,78,8,37,19,43,2,17,12,59,0,0,7,0,4,3,4,68,1,1,23,48,0,0,0,0,0,10,3,0,3,0,1,0,1,0,3,1,0,0,0,0,2,0,0,0,3,0,4,1,0,0,2,0,0,2,21,0,0
49632,82,2,5,5,17,2,3,7,62,0,27,0,27,2,3,2,66,0,4,4,4,0,0,0,0,0,5,0,0,1,0,1,0,0,0,1,0,0,0,0,2,2,0,0,0,1,0,4,1,0,0,2,0,0,2,1,0,0
49651,13,4,10,8,72,0,0,6,4,0,0,0,1,0,68,1,8,0,0,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,4
49666,84,51,58,74,61,0,0,19,0,0,3,0,0,0,3,0,12,0,0,33,0,60,0,2,7,0,0,0,0,0,0,0,0,0,9,31,18,0,1,0,3,0,0,0,0,0,0,0,0,15,13,0,0,0,0,6,13,0
49667,29,0,0,0,12,0,0,0,5,0,7,0,7,16,6,0,1,0,6,8,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,4,2,1,0,0,1,0,0,0,0,2,15,0,0,0,14,0,0,15,0,0,0
49668,31,4,5,4,7,0,0,4,0,0,0,0,0,16,5,1,0,0,54,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3,2,5,0,1,1,0,0,0,0,0,16,0,0,6,14,0,0,16,0,0,0
49672,3,0,0,0,3,2,0,0,1,0,0,0,0,1,3,0,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
49680,643,353,510,430,238,33,1496,81,275,0,331,0,241,51,61,30,40,0,80,65,113,836,1407,0,32,14,4,40,0,266,0,7,0,3,27,0,53,0,3,0,19,72,54,0,0,1725,23,43,2,0,60,45,0,0,23,12,3,1
49691,18,28,45,30,12,0,2,11,315,0,6,0,6,1,7,0,9,0,3,7,504,0,0,0,0,0,507,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,3,0,0,0,2,0,0,0
49698,4,0,0,0,7,2,1,6,1,0,0,0,0,2,5,3,1,1,1,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2
49700,9,6,10,34,21,0,7,7,3,0,0,0,0,4,14,2,3,0,1,6,6,0,0,0,1,0,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
49701,3,0,3,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0
49737,9,1,2,2,8,0,0,0,1,0,0,0,0,1,6,0,1,0,2,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,1,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
49741,127,19,20,19,32,0,3,4,18,0,45,0,45,1,23,1,6,0,3,7,3,0,0,0,2,0,2,4,0,1,0,0,1,0,0,0,1,0,0,0,0,2,0,0,0,0,0,3,1,0,4,2,0,0,1,0,0,0
49750,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49775,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
49781,4,0,0,0,5,0,0,2,1,0,0,0,0,1,0,2,1,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,0,0,0
49785,961,3538,2278,1639,297,551,226,541,44,0,0,20,0,330,106,313,156,40,409,91,33,0,0,0,40,391,34,123,0,0,5,180,5,5,25,156,5,0,0,0,17,30,70,0,0,5,0,64,5,0,20,48,0,0,50,132,0,5
49790,2,0,0,0,9,2,0,13,0,0,0,0,0,1,7,12,0,1,1,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
49794,2,0,0,0,5,2,0,1,0,0,0,0,0,1,4,0,0,1,1,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
49799,30,0,0,0,7,0,0,1,5,0,7,0,7,16,5,0,1,0,7,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,4,2,0,0,0,1,0,0,0,0,2,16,0,0,0,14,0,0,16,0,0,0
49800,416,494,816,561,346,44,457,83,85,0,19,0,15,20,26,55,40,0,34,73,57,270,579,0,50,14,2,35,0,158,0,6,0,3,24,0,45,0,1,0,10,24,37,0,0,748,25,48,2,0,48,50,0,0,19,60,1,2
49801,5,0,0,0,3,0,0,0,0,0,0,0,0,3,1,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
49827,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
49838,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
49841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49842,131,56,152,102,631,4,99,69,14,0,0,2,0,20,20,21,30,0,0,48,12,0,565,0,4,0,18,2,0,132,0,4,4,0,4,106,8,0,0,0,4,18,0,0,0,127,10,17,4,0,0,8,917,0,10,104,0,34
49843,45,4,26,14,83,33,21,26,2,0,0,19,0,6,35,20,6,1,0,21,59,0,6,0,4,0,58,1,0,61,0,15,0,0,2,2,0,17,2,0,5,3,0,0,0,0,0,3,2,34,2,2,0,0,1,20,0,0
49844,875,0,0,1,1,178,65,162,1,0,0,113,0,201,0,148,1,233,0,1,92,0,0,0,0,702,0,66,0,0,0,0,0,0,673,0,0,0,0,0,1,0,0,0,0,0,0,68,0,0,0,67,0,0,68,0,1,0
49845,6,1,1,1,1,0,0,1,1,0,0,0,0,0,3,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0
49854,4,0,0,0,1,0,0,2,1,0,0,0,0,0,1,1,1,0,2,1,4,0,0,0,1,0,4,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0
